Version,Date,Init,Description
2.13.3.11 (3Q13),11/16/2013,DT,"*Review comments from Ian (11/14, 11/13) 
*Inc 2 customer request IE & IIS ver. added (11/15) 
*Format comments from Tim (11/12)  
*OEW Dell 410s have a Dual Processor Quad core or 8 Cores Total.  Oracle license model = Processor * Core / 2. (Lee 9/24) 
*SPM/KMC  uses MySQL  (Lee 9/24)  Incorrectly had oracle vista associated with spm/kmc. "
2.13.3.12 (3Q13),11/25/2013,DT,*MySQL Standard not pro
2.13.3.13 (3Q13),12/15/2013,DT,*HBSS Linux HIPS ver. incorrect(12/13)
2.13.4.0 (4Q13),1/24/2013,DT,"* INM has open ssh 
* Error with the TVE quantities, removed an instance from each VM (1/19) 
* Updated Redhat to 5.10   
* updated to openssh 6.4 
* Updated the HSM Windows server 2008 R2  
* HPSS DLP updated.  
* Removed vmware tools from xutm 
*Solarwinds traffic analyzer and npm removed  
* Fixed error with mysql and vnosc merge error with ms sql (1/24) 
* UTM does not contain a JRE (1/8) 
* NMC and WNM laptop are at JDK 45, vec needs both vers., wnm laptop has apache ant (1/8)  
*IIS ver. (11/17)"
2.13.4.1 (4Q13),2/17/2013,DT,"* Error with the call manager version on previous version 
* Error PEP should not have ghost
* Updated the ver of vm deployment script released 
* Added .3 to Oracle database version 
* Updated UI (Ian 2/17)"
2.13.4.2 (4Q13),2/17/2013,TF,* Error with the formatting
2.13.4.3 (4Q13),2/21/2013,TF,"*Version of PHSS was updated. 
*Review updates (Ian/Vickie 2/19) 
*Removed UDDI4J (2/19)  
*ESM (2/21)  
*Review updates (Marc 2/18)   
*Adobe reader 11.0.5 (2/18)  
*Cisco ASDM on NDMs (2/18)"
2.13.4.3 (4Q13),3/3/2014,BAM,"*  Added Part Numbers to each worksheet
*  Modified image formulas
*  Modified formulas and macros to account for the new Part Number columns
*  Modified hide blank row macro, and ran it against current data
*  Updated Part Numbers where applicable
*  Removed unused worksheets 
*  Applied consistent formatting across CI worksheets
*  Modified macros, removed hard coded CI worksheet names, column counts, total Product counts, and made them flexible 
*  Improved worksheet performance (e.g., on Open and Refresh)"
2.13.4.4 (4Q13),3/12/2014,BAM,"*  Removed TVE from XMDA-GD8000 and CMDA (D. Truman - 3/12/14)
*  Added IE to all MDAs (XMDA GD8000, CMDA) (D. Truman - 3/12/14)
*  Hid the following image columns XMDA GD8000 and CMDA on IML and CI worksheets (columns AY, BB and BF, BI respective) (D. Truman - 3/12/14)
*  Added vSphere Client to ENG (M. Grant - 3/12/14)
*  Added OpenSSH v6.4 to Inc2 SPM and Inc2 KMC (J. Gilleran & D. Truman - 3/12/14)
*  Removed vSphere 5 from the DSC, DBC, SCM, and Web (B. Hodge & R. Harraghy - 3/12/14)
*  Removed extraneous formatted rows (containing no data) from all CI worksheets (I. Howard - 3/13/14)
*  Removed array formula on CI worksheets (I. Howard - 3/13/14)
*  Adjusted macros to account for a counting issue (off by +1)"
2.13.4.5 (4Q13),3/13/2014,BAM,"Based on the Deployment Views made the following changes:
*  NOSC-D:  Addressed typo in server names for DSC (changed NDBC and XDBC to NDSC and XDSC)
*  NOSC-B:  Removed from the NFA the SNFA and NNFA server names (none are accounted)
*  NOSC-D:  Added to the SIM the SSIM and NSIM servers -- but there are zero quantities?
*  NOSC-D:  Added to the ENG the SENG1, SENG2, NENG, and XENG (changed total from 0 to 4)
*  NOSC-D:  Added to the VML the NVML and XVML servers (changed total from 1 to 3)
*  TCN Lot3:  Added to the DSC the SDSC, NDSC, and XDSC servers (these were listed under WEB) (changed total from 0 to 3)
*  TCN Lot3:  Removed from WEB the SDSC, NDSC, and XDSC servers (changed total from 3 to 0)
*  TCN Lot3:  Added to the ESX the following servers:  SESX1-2, NESX1-2, XESX1-1 (totals were already listed = 5)"
2.13.4.6 (4Q13),3/17/2014,BAM,Updated the macros to automatically populate the Image Location worksheet
2.13.4.7 (4Q13),3/17/2014,BAM,"Updated the IML to remove duplicate SIM column (BO was a duplicate of BI), removed Column BO"
2.14.1 (1Q14),3/17/2014,BAM,Created 1Q14 BOM based off the 4Q13 workbook
2.14.1.1 (1Q14),3/17/2014,BAM,"On IML updated:
*  Adobe Flash Player to v12.0.0.70.  Only a few platforms have the player installed:  IAC, INM, UTM, SNDM, NNDM, XNDM, and VEC (L.Lin - 3/17/14)
*  TKMS to version TKMS_Rel1_build138 (T. Stefanski - 3/11/14)
*  Winzip added to NFA and WNM Server images (P. Chan - 3/11/14)
"
2.14.1.2 (1Q14),3/17/2014,BAM,"On IML applied XP and 2K3 Security changes.  Updated:
*  Adobe Reader X to 11.0.06
*  Firefox to 27.0.1
*  Retina to 5.19.1"
2.14.1.3 (1Q14),3/17/2014,BAM,"Based on the Deployment View for Lot-3 vNOSC 4Q13/1Q14 made the following changes
(Note these errors exist in the 4Q13 BOM and not fixed):
*  NOSC (Lot3):  Moved the SINM and NINM servers (and quantity) from the IAC (Lot3) image and put them under the INM image
*  NOSC (Lot3):  Moved the SNFA and NNFA servers (and quantity) from the HDM image and put them under the NFA image
*  NOSC (Lot3):  Moved the SUTM and NUTM servers (and quantity) from the NFA image and put them under the UTM image"
2.14.1.4 (1Q14),3/17/2014,BAM,"Modified the Refresh macro to correctly handle deleted rows
*  Removed the Open SSH v3.8.1p1, Putty Freeware v0.62, and UDDI4j v2.0.5"
2.14.1.4 (1Q14),3/17/2014,BAM,"Updated IML:
*  added the HBSS updates (L. Lin - 3/17/14)
*  corrected WinZip to be installed on OEX image (L. Lin - 3/17/14)
Reviewed NOSC (Lot3) and ensured that VCT replaced VML (D. Truman - verbal - 3/18/14)"
2.14.1.5 (1Q14),3/21/2014,BAM,"Updated CategoryView worksheet and macros to be more dynamic when new Ciworksheets are added
"
2.14.1.6 (1Q14),3/21/2014,BAM,"Updated IML:
*  added vSphere Client to IAC and IAC Lot3 (L. Lin - 3/21/14)"
2.14.1.7 (1Q14),3/25/2014,BAM,"Updated IML:
*  fixed FBCB2Connect's part number to 2839050 (T. Hamilton - 3/25/14)
*  added UpdateInstructions worksheet
*  applied new part numbers for vmDeployment scripts, VNQM, AGM for Win2008R2, Enterprise Security Manager (T. Hamilton - 3/24/14)
*  updated the GOTS (HBSS) McAfee Agent (MA) Win Client part number to 2829023 (T. Hamilton - 3/25/14)"
2.14.1.8 (1Q14),3/27/2014,BAM,"Updated IML:
*  added vSphere Client to the MNT (M. Grant - 3/26/14)
*  added JRK 1.7.0_45 to the NDMs (M. Grant - 3/26/14)
*  added the following new products:  PowerShell, PowerCLI to the MNT; NetAppOnCommand Application to the NDMs (M. Grant - 3/26/14)
*  removed WinSCP 4.2.7 from MNT (M. Grant - 3/27/14)
*  modified Refresh macro to correctly account for inserted/newly added products (affected Total's calculations)"
2.14.1.9 (1Q14),3/27/2014,BAM,"Updated IML:
*  fixed GPS Configuration Utility (SAASM) to be on the NNDM image (M. Grant - 3/27/14)"
2.14.1.10 (1Q14),4/1/2014,BAM,"Updates based on comparing BOM to DO with Dave C (3/26/14) and confirmed with Donna on 4/1/14:
IML:
*  updated ETI (Equilateral Technologies') SMT product to have more recent name (SME - Spectrum Management Engine) 
NOSC (Lot3):  
*  added XSIM to the McAfee Enterprise Security Manager product (T. Dray - 3/27/14)
*  updated the ENG from 4 to 2"
2.14.1.11 (1Q14),4/1/2014,BAM,"Updated IML (based on LM SVD PR12.1.2_B21_OE):
*  removed LM DIL product (PTR # 11841)
*  modified JBoss Messaging product name to JBoss HornetQ v2.2.23
*  modified Network Security Services for Java (JSS) version from 4.3.1 to 4.3 (to match SVD)
*  modified Hibernate version to 3, JAXB to 2.1.7 (J. Kunze - 4/1/14)
*  added new products:  HTTP Client v3.1 and WS02 Identity Server v3.0.1 (added with PR8) (J. Kunze - 4/1/14)
*  added new product:  Java Development Kit v1.6.0_45
*  removed the following products (due to OE 6.5 to 12.1 update):  Sandesha2, TomCat, Crystal Reports, Java Excel API, mySQL Admin Console, JBoss Rules Framework, JODConverter, OpenOffice, Open SCV.  "
2.14.1.12 (1Q14),4/2/2014,BAM,"Updated IML (based on Donna's review - 4/1/14)
*  updated OnCommand product:  on the MNT for 1Q (removed XNDM, SNDM, NNDM)
*  removed VAAC (PEP) product
*  added new product Riverbed - Performance Enhancing Proxy (PEP) v8.5.x, added to PEP image"
2.14.1.13 (1Q14),4/2/2014,BAM,"Updated IML 
*  updated SNMPc versions:  SNMPc = 9.0.2a, SNMPcOnline = 12.1.2a, SNMPc remote access 9.0.2a, SNMPc Workgroup = 9.0.2 (H. Stone - 4/2/14)
*  updated NMS's TBDs to version 02.14.01.07 (D. Truman - 4/1/14 verbal)
*  added part numbers to the PEP and WS02 products (T. Hamilton - 4/2/14)

Clarification from Donna:
+  Do not need to display duplicate products (e.g., if already in BOM and LM OE calls it out, do not need to have a separate and new line item for it)
*  removed LM's JDK and LM's HTTP Client added on 4/1/14
+  LM's SVD identifies the HP SOA Systinet Registry as a single line item, this BOM displays it as two line items (single user and data center).  Donna stated that they should be left as two separate line items"
2.14.1.14 (1Q14),4/3/2014,BAM,"Updated IML 
*  updated blank Product Categories with input from J. Cogdell - 4/3/14 (Powershell - F, OnCommand - V, Riverbed PEP - G, Zebra - F, PowerCLI- G, yFiles Complete Bundle - D, Drools - F)

Updated Macro code:
*  modified macros to automatically insert new product into CI worksheet with Refresh button click
*  modified macros to automatically remove extraneous formulas and formats that linger after a product line item has been removed (on the CIworksheets)"
2.14.1.15 (1Q14),4/4/2014,BAM,"Addressed Reviewers' comments:
*  made font size larger (size 10) on all CI worksheets (columns H - last column) (I. Howard - 4/4/14)
*  added Unique Ids for 5 new products (Powershell, OnCommand, PEP, PowerCLI, WS02 Identity Server) (I. Howard - 4/4/14)
*  added missing part number formula to cell H111 (I. Howard - 4/4/14)
*  renamed newCategoryView worksheet to CategoryView"
2.14.1.16 (1Q14),4/9/2014,BAM,"Addressed Reviewers' comments:
*  updated HCI version to 5.1.7.62 (R. Gravato - 4/9/14)
*  updated QED version to 6.1.9 (R. Gravato - 4/9/14)
*  updated GEMX version to 4.1.4 (R. Gravato, R. Harraghy - 4/9/14)"
2.14.1.17 (1Q14),4/9/2014,BAM,Added copy right information to macros
2.14.1.18 (1Q14),4/14/2014,BAM,"Updated IML:
*  vSphere Client images:  added to the IAC Lot 2, IAC Lot 3 (L. Lin - 3/21/14, D. Truman - 4/15/14 verbal)
*  added product yWorks HTML, with confirmation that different than yWorks (D. Truman - 4/15/14 verbal)
*  added a ""1"" on the SPM Lot3 and KMC Lot 3 to match all SPM and KMC products, except Ghost Software (V. Low - 4/10/14, D. Truman - 4/15/14 verbal)
*  updated all Lot 3 VMs to remove the Ghost Solution SW (V. Low - 4/10/14)
*  added the openSSH product to the HDM image (V. Low - 4/10/14, J. Gillerman - 4/15/14 verbal)
*  added Crystal Reports to the ENG, removed it from the KMA (V. Low - 4/10/14, D. Truman - 4/15/14 verbal)
*  added product Sourceforge - Java Excel API to the upper green section ""LM removed the Java Excel API from OE, however the NM still uses the API.  Added it to the ENG image (P. Nagy - 4/9/14)
*  updated the following images to have IE9 (instead of IE8):  VML, DSC, DBC, SCM , ENG, SPM/KMC, and HDM, and Web (L. Lin, J. See - 4/15/14)
  
Updated TCN Lot 3
*  updated CMX image to have a 2 (for JCMX, NCMX).  This change is not necessary for the TCN Lot 2 since HW and Lot3 is VM/SW

Updated IML and all CI worksheets to have 3 new images: KMA Lot3, INM Lot3,OEM Lot3 (D. Truman - 4/15/14) - these images mirror the Lot2, with exception to the Ghost SW, the Lot3 images do not include this"
2.14.1.19 (1Q14),4/15/2014,BAM,"Updated IML:
*  added yWorks HTML part number 2839494"
2.14.1.20 (1Q14),4/29/2014,BAM,"Updated IML:
*  added WINT_Network_Monitoring_Service product to the OEX image  (P. Nagy - 4/9/14, confirmed verbally G. Sanchies - 4/29/14)
*  removed all OE SW Bundle products from the OEX image except for ANT  (P. Nagy - 4/9/14, confirmed verbally G. Sanchies - 4/29/14)
*  updated VMWare Tools to the correct version 9.0.10"
2.14.2 (2Q14),4/3/2014,BAM,Created 2Q14 BOM based off the 1Q14 workbook
2.14.2.1 (2Q14),4/3/2014,BAM,"Updated IML
*  added new products identified in Dave Christianson's DO (XenDesktop and MS Remote Desktop Services) (D. Truman - 3/25/14)
*  added the OnCommand application to the XNDM, SNDM, NNDM (M. Grant - 3/26/14)
*  updated the Jabber version to 5.4 (L. Lin - 3/26/14)"
2.14.2.2 (2Q14),4/4/2014,BAM,"Updated macros to display color on the CategoryView worksheet (requested by D. Christianson - 4/3/14), updated macros to automatically create a new CI worksheet (from UpdateInstructions)"
2.14.2.2 (2Q14),4/9/2014,BAM,"Updated IML to include vNOSC 1Q14 changes (dated 12/19/13, provided by D. Truman - 4/9/14)
*  added the following new products:
    +  Citrix - Offline Plugin v6.5
    +  Citrix - Profile Manager v4.0
    +  Citrix - Reciever & Online Plugin v13.1
    +  GOTS - Oracle Instant Clinet v10g
    +  Netapp - VAAI Plugin version unknown
    +  Netapp - VCS version unknown
    +  SolarWinds Software - Virtualization Manager - v5
*  updated the following product versions:
    +  Citrix - XenDesktop Platinum 7-user v5.6
    +  Citrix - XenDesktop Platinum 15-user v5.6"
2.14.2.3 (2Q14),4/9/2014,BAM,"Updated macro to automatically insert new CI worksheet, and address all formatting and counting issues.  Updated macro to have copy right information"
2.14.2.4 (2Q14),4/18/2014,BAM,Applied all 1Q14 changes into 2Q14 BOM workbook
2.14.2.5 (2Q14),4/21/2014,BAM,"Updated IML:
*  Added new column ""Mitigated Version #"" to address PLM issue with product versions exceeding 25 chars.  See emails from I. Howard on 4/18/14, 4/21/14 documenting new proccess
*  Updated Part Number formula
*  Updated all images to use IE9 (2008 R2 and Windows 7) (L. Lin 4/15/14)"
2.14.2.6 (2Q14),5/2/2014,BAM,"Updated CI worksheet formulas to account for newly added ""Mitigation Version #"" column"
2.14.2.7 (2Q14),5/7/2014,BAM,"Updated IML:
*  Added vSphere Client to the NMC and WNM Laptops (see PTR #WIN10433) (L. Lin - 5/7/14)"
2.14.2.8 (2Q14),5/14/2014,BAM,"Updated IML:
*  Updated OE bundle version to 12.1.2 Build 27 (D. Truman - 5/14/14)"
